revenue,score0,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19
30698.74,0.06776291874570356,1.7627722287653584,0.21111869637965544,0.6196552230003348,-1.586284346235771,0.05131993544182411,-0.529940204055962,-0.17790807587711394,-0.38743094967729236,-0.33798245278571787,-1.2461320221238987,-1.8177417108310847,-0.18958333393794163,-1.6365073327000506,0.0880872350509466,0.4815726287089172,2.2435387632434973,0.3300610922734961,-1.0197984813163146,-1.4095130319607727
46813.75,0.9436569892073136,-0.6961002335809259,3.503075124020011,1.323144849771091,-0.5795667551695053,-1.3795975982128716,0.013464786463546229,1.0619958874116002,-0.9526453004171037,0.6257185302068394,1.1157699969133614,0.4558238117373903,0.10966703221748521,-0.7902096206288073,1.876311341121722,0.6109175575303494,0.20864726111237544,1.5059983897011073,0.6712510199685999,0.31501257728624765
39493.35,-0.0708380878636078,-1.8175798265985572,-0.15672367484173436,-0.1597406479257558,-1.5643378365379101,-0.8174894698957396,0.12517439676707595,-1.0530148274955888,0.18124626030643579,1.2438569928573169,-0.006911959665887605,-0.00912935408400198,-0.324959479172995,1.040767979658123,0.37513448179264863,-0.1274961079608058,1.4354064046428396,3.26720146474323,-0.010580209398872631,-1.7250840517843782
48130.55,-0.13330553320895078,0.815997483513393,2.26120422328107,0.7948388198540502,-0.9474402745258294,0.04918878550602714,-0.042402508976781134,1.6570864394068334,-2.87021693359165,-0.46110086974848224,2.1831771638059227,0.3641056658772172,0.6865297351620369,0.11286150117099134,1.8409565319568162,-1.0034091694974436,1.6411410475743113,1.4696207126614884,-1.8399711671230565,-0.4561300519129451
35129.09,0.45278009700500105,1.5293940507817598,0.08536427144957727,-0.7872446806965228,1.3511481216648302,-0.3407740950963836,0.3540994221917191,-0.31973133073042537,-0.7760326210306058,0.13379987804081145,2.000792421443735,1.0352934870309374,-0.7192291848114817,-3.073071605952058,-0.07814471072365528,-0.15475206006481354,0.11719754305109054,0.22605121641367415,-1.4473333703691114,0.4630089976911632
38353.76,0.4885284492428945,-0.6504427017462701,0.14236242471152938,-2.107250512531329,-2.001338700739293,-0.37198745002103584,0.1847629888848348,-0.8355770888244716,-0.28863036097153566,-0.6929990581497767,1.4615907427773072,0.3738001122961313,0.04680728624715836,1.026113465940661,0.13544788867320104,-1.4395115578053739,-0.23863943902967905,-1.1332157088751424,-1.403007371849991,0.5850694360379335
44143.97,0.07252645799428484,-1.8637225752110387,0.720482765224577,0.33221489464585785,2.084221741661424,0.8658457519405525,-0.4049925289108519,0.5393078119453153,-1.6664159766651405,0.2624354719913409,0.41923313266798923,-1.1023264814983327,-0.006951857985420419,0.5865203015067108,0.41146092269088647,0.4891451949333309,1.1848059850252552,1.1612129327778924,-1.197064745276138,0.13195958356560133
37392.68,0.23031809298498143,-0.7882775525408456,0.45689440888164123,-1.3876448107587065,0.08012438397435132,0.007847611820926243,-0.09330882998119382,-0.6867210496920344,1.2142294396269233,-0.10114216482498305,-0.2291793245749189,-0.7474443756420189,0.6824186260221337,-0.4425451691463312,-0.4646183675880055,-1.546611808332278,2.0161634545744334,0.6099945450098366,-1.3695545968115441,-1.9347848678729
43739.71,0.6368813879628455,0.16202530634621035,1.3020147430861297,0.39292338380524294,0.05797990663119957,0.9355741772876794,-1.3658000398097212,0.32335747937001463,-0.5022163843591028,0.7094402704596076,-1.455441274780416,1.0606114557730852,0.030580935334394977,-0.5464959451874293,-1.7301566993912618,-1.579985968205405,2.4928637965649387,-0.38167132111808627,-0.35381029061028985,1.3144006540768638
38983.01,1.4511840855095242,1.051876126418046,0.10824837924223121,-0.19500742052352105,-0.44825700292683884,-0.2718812105927647,-0.6477211099687451,0.9889766953422648,-0.40259105225153813,1.0608203718864184,-0.543983852993554,-0.7388337592014171,-0.7896806379015125,1.265820529498567,-1.1181022572633332,0.5694921382304494,0.24371085833276881,0.6846802761280489,0.9584442885582418,0.92697079738449
